JID,Jurisdiction,Precinct,Precinct Description,Polling Place Name,Description,Address Line 1,Address Line 2,City,State,Zip,Accessible
16,Cook County,9600032,WHEELING 032,WHEELING 032,PATTON SCHOOL,1616 N PATTON AVE,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600034,WHEELING 034,WHEELING 034,THOMAS MIDDLE SCHOOL,1430 N BELMONT,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600035,WHEELING 035,WHEELING 035,CHURCH CREEK,1250 W CENTRAL RD,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600036,WHEELING 036,WHEELING 036,WINDSOR SCHOOL,1315 E MINER ST,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600040,WHEELING 040,WHEELING 040,WHEELING TOWNSHIP,1616 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600041,WHEELING 041,WHEELING 041,PIONEER PARK,500 S FERNANDEZ AVE,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600044,WHEELING 044,WHEELING 044,CAMELOT PARK,1005 E SUFFIELD,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600046,WHEELING 046,WHEELING 046,FIRST METHODIST CHURCH OF ARLINGTON HEIGHTS,1903 E EUCLID AVE,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600052,WHEELING 052,WHEELING 052,ZION METHODIST CHURCH,106 E COLLEGE DR,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600053,WHEELING 053,WHEELING 053,CHICAGO FUTABAKAI JAPANESE SCHOOL,2550 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,,60004,N
16,Cook County,9600057,WHEELING 057,WHEELING 057,THOMAS MIDDLE SCHOOL,1430 N BELMONT,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600058,WHEELING 058,WHEELING 058,JESURUN PRESBYTERIAN CHURCH,2107 E RAND RD,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600060,WHEELING 060,WHEELING 060,ZION METHODIST CHURCH,106 E COLLEGE DR,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600062,WHEELING 062,WHEELING 062,CHICAGO FUTABAKAI JAPANESE SCHOOL,2550 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,,60004,N
16,Cook County,9600068,WHEELING 068,WHEELING 068,WHEELING TOWNSHIP,1616 N ARLINGTON HEIGHTS RD,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600069,WHEELING 069,WHEELING 069,FIRST PRESBYTERIAN CHURCH,302 N DUNTON AVE,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600071,WHEELING 071,WHEELING 071,EDGAR ALLEN POE SCHOOL,2800 N HIGHLAND AVE,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600073,WHEELING 073,WHEELING 073,GREENBRIER SCHOOL,2330 N VERDE DR,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600082,WHEELING 082,WHEELING 082,SOUTHMINSTER PRESBYTERIAN CHURCH,916 E CENTRAL RD,,ARLINGTON HEIGHTS,,60005,Y
16,Cook County,9600087,WHEELING 087,WHEELING 087,CAMELOT PARK,1005 E SUFFIELD,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600090,WHEELING 090,WHEELING 090,FRONTIER PARK COMMUNITY CENTER,1933 N KENNICOTT DR,,ARLINGTON HEIGHTS,,60004,Y
16,Cook County,9600092,WHEELING 092,WHEELING 092,RILEY SCHOOL,1209 E BURR OAK DR,,ARLINGTON HEIGHTS,,60004,Y
90,Tazewell County,901,HITTLE,HITTLE TOWNSHIP HALL,,101 E 3RD ST,,ARMINGTON,,61721,Y
46,Kankakee County,1202,AROMA # 2,GOSELIN PARK,,300 S BRIDGE ST,,AROMA PARK,,60910,Y
64,McLean County,301,ARROWSMITH 01,ARROWSMITH TWP COMM CENTER,,201 E ULMER STREET,,"ARROWSMITH, IL",,61722,?
64,McLean County,2701,WEST 01,SABINA TOWN HALL,,4347 N 3200 EAST ROAD,,"ARROWSMITH, IL",,61722,?
21,Douglas County,201,BOURBON 1,BOURBON 1,,ARTHUR MUNICIPAL BLDG,,ARTHUR,,61911,Y
21,Douglas County,202,BOURBON 2,BOURBON 2,,ARTHUR MUNICIPAL BLDG,,ARTHUR,,61911,Y
70,Moultrie County,501,LOWE #1,ARTHUR PUBLIC LIBRARY,,225 S. WALNUT,,"ARTHUR, IL",,61911,Y
38,Iroquois County,301,ASHKUM 1,"COMM BLDG, ASHKUM COLISEUM",,E MAIN,,ASHKUM,,60911,Y
9,Cass County,220,ASHLAND 20,ST AUGUSTINE'S CATH HALL,,800 W MAIN ST,,ASHLAND,,62612,Y
9,Cass County,221,ASHLAND 21,ST AUGUSTINE'S CATH HALL,,800 W MAIN ST,,ASHLAND,,62612,Y
9,Cass County,719,NEWMANSVILLE 19,ST AUGUSTINE'S CATH HALL,,800 W MAIN ST,,ASHLAND,,62612,Y
41,Jefferson County,201,BLISSVILLE,BLISSVILLE TOWN HOUSE,,2494 E BAKERVILLE RD,"ASHLEY, IL 62808",ASHLEY,,62808,Y
15,Coles County,101,ASHMORE 1,ASHMORE COMMUNITY CENTER,,211 S. ILLINOIS,,ASHMORE,,61912,Y
52,Lee County,301,ASHTON 1,MILLS & PETRIE BUILDING,,704 N FIRST ST,,ASHTON,,61006,Y
52,Lee County,302,ASHTON 2,MILLS & PETRIE BUILDING,,704 N FIRST ST,,ASHTON,,61006,Y
52,Lee County,401,BRADFORD,MILLS & PETRIE BUILDING,,704 N FIRST ST,,ASHTON,,61006,Y
52,Lee County,1701,REYNOLDS,MILLS & PETRIE BUILDING,,704 N FIRST ST,,ASHTON,,61006,Y
71,Ogle County,26,LAFAYETTE,LAFAYETTE,,7351 CHANA RD.,TOWN HALL,ASHTON,,61006,Y
11,Christian County,101,ASSUMPTION,ASSUMPTION FIREHOUSE,,217 N CHESTNUT ST,,ASSUMPTION,,62510,Y
86,Shelby County,401,PICKAWAY,LOCUST GROVE CHURCH,,"2376 N 1300 E, ASSUMPTION",,ASSUMPTION,,62510,Y
29,Fulton County,2401,ASTORIA 1,ASTORIA FIRE STATION,,101 E. STATE,,ASTORIA,,61501,Y
29,Fulton County,2402,ASTORIA 2,ASTORIA FIRE STATION,,101 E. STATE,,ASTORIA,,61501,Y
29,Fulton County,2501,WOODLAND,WOODLAND CHURCH OF BRETHREN,,3485 N. COUNTY 2 HWY.,,ASTORIA,,61501,Y
29,Fulton County,2601,KERTON,WOODLAND CHURCH OF BRETHREN,,3485 N. COUNTY 2 HWY.,,ASTORIA,,61501,Y
65,Menard County,1,SOUTH ATHENS-RURAL,ATHENS COMM CENTER/PARK,,210 D BEDNARKO DRIVE,,ATHENS,,62613,Y
65,Menard County,2,SOUTH ATHENS-CITY,ATHENS COMM CENTER/PARK,,210 D BEDNARKO DRIVE,,ATHENS,,62613,Y
65,Menard County,3,NORTH ATHENS-CITY,ATHENS COMM CENTER/PARK,,210 D BEDNARKO DRIVE,,ATHENS,,62613,Y
65,Menard County,4,NORTH ATHENS-RURAL,ATHENS COMM CENTER/PARK,,210 D BEDNARKO DRIVE,,ATHENS,,62613,Y
65,Menard County,5,EAST MENARD,FANCY PRAIRIE FIRE GARAGE,,30854 FANCY PRAIRIE AVENUE,,ATHENS,,62613,Y
37,Henry County,901,ATKINSON,ATKINSON FIRE STATION,,101 E HENRY STREET,,ATKINSON,,61235,Y
37,Henry County,1401,CORNWALL,CORNWALL TOWNSHIP HALL,,13542 E 1900 ST,,ATKINSON,,61235,Y
54,Logan County,401,ATLANTA,ATLANTA COMMUNITY HOUSE,,106 SW 6TH ST,,ATLANTA,,61723,Y
54,Logan County,801,EMINENCE,EMINENCE TOWNSHIP SHED,,1450 2400TH ST,,ATLANTA,,61723,Y
56,Macoupin County,501,SHAWS POINT,SHAWS POINT,,Atwater Town Hall,22839 Main St,ATWATER IL,,62511,Y
21,Douglas County,501,GARRETT,GARRETT,,SLOAN TRAINING CENTER - ATWOOD,,ATWOOD,,61913,Y
74,Piatt County,701,UNITY 1,VILLAGE COUNCIL ROOM,,"110 W CENTRAL, ATWOOD",,ATWOOD IL 61913,,,Y
83,Sangamon County,AU01,Auburn 1,Holy Cross-Parish Center,,125 E. Washington,,Auburn,,62615,Y
83,Sangamon County,AU02,Auburn 2,Trinity Lutheran Church,,1201 W. Jackson,,Auburn,,62615,Y
83,Sangamon County,AU03,Auburn 3,Trinity Lutheran Church,,1201 W. Jackson,,Auburn,,62615,Y
83,Sangamon County,AU04,Auburn 4,Holy Cross-Parish Center,,125 E. Washington,,Auburn,,62615,Y
84,Schuyler County,101,BIRMINGHAM,BIRMINGHAM TOWN HALL,,17212 CENTER RD,,AUGUSTA,,62311,Y
34,Hancock County,2501,AUGUSTA,AUGUSTA TOWN HALL,,514 MAIN ST.,,"AUGUSTA, IL",,62311,Y
22,DuPage County,40034,Winfield 034,St John A M E Church,Church Facility,2950 Bilter Rd,,Aurora,,60502,Y
22,DuPage County,40036,Winfield 036,St John A M E Church,Church Facility,2950 Bilter Rd,,Aurora,,60502,Y
22,DuPage County,70003,Naperville 003,Village Baptist Church,Church Facility,515 S Frontenac St,,Aurora,,60504,Y
22,DuPage County,70020,Naperville 020,Fischer Middle School,School,1305 Long Grove Dr,,Aurora,,60504,Y
22,DuPage County,70023,Naperville 023,St John A M E Church,Church Facility,2950 Bilter Rd,,Aurora,,60502,Y
22,DuPage County,70024,Naperville 024,McCarty School,School,3000 Village Green Dr,,Aurora,,60504,Y
22,DuPage County,70032,Naperville 032,Gombert School,School,2707 Ridge Ave,,Aurora,,60504,Y
22,DuPage County,70034,Naperville 034,Gombert School,School,2707 Ridge Ave,,Aurora,,60504,Y
22,DuPage County,70035,Naperville 035,McCarty School,School,3000 Village Green Dr,,Aurora,,60504,Y
22,DuPage County,70039,Naperville 039,Steck School,School,460 Inverness Dr,,Aurora,,60504,Y
22,DuPage County,70040,Naperville 040,Gombert School,School,2707 Ridge Ave,,Aurora,,60504,Y
22,DuPage County,70043,Naperville 043,Faith Lutheran Church of Aurora,Church Facility,3000 Liberty St,,Aurora,,60502,Y
22,DuPage County,70044,Naperville 044,Still Middle School,School,787 Meadowridge Dr,,Aurora,,60504,Y
22,DuPage County,70045,Naperville 045,Steck School,School,460 Inverness Dr,,Aurora,,60504,Y
22,DuPage County,70046,Naperville 046,Brooks School,School,2700 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70048,Naperville 048,Aurora Public Library - Eola Rd Branch,Library,555 S Eola Rd,,Aurora,,60504,Y
22,DuPage County,70049,Naperville 049,Granger Middle School,School,2721 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70051,Naperville 051,Young School,School,800 Asbury Dr,,Aurora,,60504,Y
22,DuPage County,70052,Naperville 052,Fischer Middle School,School,1305 Long Grove Dr,,Aurora,,60504,Y
22,DuPage County,70054,Naperville 054,Still Middle School,School,787 Meadowridge Dr,,Aurora,,60504,Y
22,DuPage County,70055,Naperville 055,Granger Middle School,School,2721 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70056,Naperville 056,Faith Lutheran Church of Aurora,Church Facility,3000 Liberty St,,Aurora,,60502,Y
22,DuPage County,70058,Naperville 058,Aurora Public Library - Eola Rd Branch,Library,555 S Eola Rd,,Aurora,,60504,Y
22,DuPage County,70059,Naperville 059,Village Baptist Church,Church Facility,515 S Frontenac St,,Aurora,,60504,Y
22,DuPage County,70060,Naperville 060,McCarty School,School,3000 Village Green Dr,,Aurora,,60504,Y
22,DuPage County,70062,Naperville 062,Faith Lutheran Church of Aurora,Church Facility,3000 Liberty St,,Aurora,,60502,Y
22,DuPage County,70063,Naperville 063,Brooks School,School,2700 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70064,Naperville 064,Young School,School,800 Asbury Dr,,Aurora,,60504,Y
22,DuPage County,70065,Naperville 065,Village Baptist Church,Church Facility,515 S Frontenac St,,Aurora,,60504,Y
22,DuPage County,70068,Naperville 068,Village Baptist Church,Church Facility,515 S Frontenac St,,Aurora,,60504,Y
22,DuPage County,70069,Naperville 069,Young School,School,800 Asbury Dr,,Aurora,,60504,Y
22,DuPage County,70070,Naperville 070,St John A M E Church,Church Facility,2950 Bilter Rd,,Aurora,,60502,Y
22,DuPage County,70071,Naperville 071,Granger Middle School,School,2721 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70073,Naperville 073,Young School,School,800 Asbury Dr,,Aurora,,60504,Y
22,DuPage County,70074,Naperville 074,Steck School,School,460 Inverness Dr,,Aurora,,60504,Y
22,DuPage County,70075,Naperville 075,Aurora Public Library - Eola Rd Branch,Library,555 S Eola Rd,,Aurora,,60504,Y
22,DuPage County,70076,Naperville 076,Still Middle School,School,787 Meadowridge Dr,,Aurora,,60504,Y
22,DuPage County,70077,Naperville 077,Steck School,School,460 Inverness Dr,,Aurora,,60504,Y
22,DuPage County,70078,Naperville 078,Brooks School,School,2700 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70080,Naperville 080,Brooks School,School,2700 Stonebridge Blvd,,Aurora,,60504,Y
22,DuPage County,70086,Naperville 086,Fischer Middle School,School,1305 Long Grove Dr,,Aurora,,60504,Y
22,DuPage County,70087,Naperville 087,Fischer Middle School,School,1305 Long Grove Dr,,Aurora,,60504,Y
45,Kane County,AU0005,Aurora 5,Dieterich School,School,1141 Jackson St,,Aurora,,60505,Y
45,Kane County,AU0006,Aurora 6,Johnson Elementary School,School,1934 Liberty St,,Aurora,,60505,Y
45,Kane County,AU0007,Aurora 7,Gaslite Manor Banquets,Banquet Hall,2485 Church Rd,,Aurora,,60502,Y
45,Kane County,AU0008,Aurora 8,Gaslite Manor Banquets,Banquet Hall,2485 Church Rd,,Aurora,,60502,Y
45,Kane County,AU0009,Aurora 9,St Paul Lutheran Church,Church,85 S Constitution Dr,,Aurora,,60506,Y
45,Kane County,AU0010,Aurora 10,Allen School,School,700 S Farnsworth Ave,,Aurora,,60505,Y
103,City of Aurora,101,Ward 01 Pct 01,QUAD COUNTY URBAN LEAGUE-DUNHAM BLD,,1685 N FARNSWORTH AV,,AURORA,,60505,Y
103,City of Aurora,102,Ward 01 Pct 02,QUAD COUNTY URBAN LEAGUE-DUNHAM BLD,,1685 N FARNSWORTH AV,,AURORA,,60505,Y
103,City of Aurora,103,Ward 01 Pct 03,ALARM DETECTION,,1115 CHURCH RD,,AURORA,,60505,Y
103,City of Aurora,104,Ward 01 Pct 04,ST JOSEPHS CHURCH (GYM),LOCATED IN GYM,722 HIGH ST,,AURORA,,60505,Y
103,City of Aurora,105,Ward 01 Pct 05,ALARM DETECTION,,1115 CHURCH RD,,AURORA,,60505,Y
103,City of Aurora,106,Ward 01 Pct 06,#4 FIRE STATION,Inside Fire Station,800 MICHELS AVE,,AURORA,,60505,Y
103,City of Aurora,107,Ward 01 Pct 07,ST JOSEPHS CHURCH (GYM),LOCATED IN GYM,722 HIGH ST,,AURORA,,60505,Y
103,City of Aurora,108,Ward 01 Pct 08,O'DONNELL SCHOOL,Main door or gym,1640 RECKINGER RD,,AURORA,,60505,Y
103,City of Aurora,109,Ward 01 Pct 09,ABBEY FARMS AT MARMION,ROOM AT FARM BUILDING,2855 HART RD,,AURORA,,60502,Y
103,City of Aurora,201,Ward 02 Pct 01,WAREHOUSE CHURCH,,308 E GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,202,Ward 02 Pct 02,WAREHOUSE CHURCH,,308 E GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,203,Ward 02 Pct 03,WAREHOUSE CHURCH,,308 E GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,204,Ward 02 Pct 04,MT OLIVE CHURCH OF GOD,,1039 BONNER AV,,AURORA,,60505,Y
103,City of Aurora,205,Ward 02 Pct 05,COPLEY II PARK BLDG,,517 N UNION ST,,AURORA,,60505,Y
103,City of Aurora,206,Ward 02 Pct 06,COPLEY II PARK BLDG,,517 N UNION ST,,AURORA,,60505,Y
103,City of Aurora,301,Ward 03 Pct 01,4th STREET METHODIST CHURCH,,551 S FOURTH ST,,AURORA,,60505,Y
103,City of Aurora,302,Ward 03 Pct 02,OUR LADY OF GOOD COUNSEL,,CORNER OF 7TH & TALMA,620 S FIFTH ST,AURORA,,60506,Y
103,City of Aurora,303,Ward 03 Pct 03,OUR LADY OF GOOD COUNSEL,,CORNER OF 7TH & TALMA,620 S FIFTH ST,AURORA,,60506,Y
103,City of Aurora,304,Ward 03 Pct 04,OUR LADY OF GOOD COUNSEL,,CORNER OF 7TH & TALMA,620 S FIFTH ST,AURORA,,60506,Y
103,City of Aurora,305,Ward 03 Pct 05,STOVER VISITOR CENTER,,1000 RAY MOSES DRIVER,,AURORA,,60505,Y
103,City of Aurora,306,Ward 03 Pct 06,ALDEN OF WATERFORD,,2000 RANDI DR,,AURORA,,60504,Y
103,City of Aurora,307,Ward 03 Pct 07,BETHANY OF FOX VALLEY,,2200 RIDGE AV,,AURORA,,60504,Y
103,City of Aurora,401,Ward 04 Pct 01,NEW ENGLAND CONG CHURCH,,406 W GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,402,Ward 04 Pct 02,"AMVETS POST 103, INC",,1194 JERICHO RD,,AURORA,,60506,Y
103,City of Aurora,403,Ward 04 Pct 03,JENNINGS TERRACE,,275 S LA SALLE,,AURORA,,60506,Y
103,City of Aurora,406,Ward 04 Pct 06,WESLEY UNITED METHODIST CHURCH,,14 N. MAY ST,,AURORA,,60506,Y
103,City of Aurora,407,Ward 04 Pct 07,"AMVETS POST 103, INC",,1194 JERICHO RD,,AURORA,,60506,Y
103,City of Aurora,408,Ward 04 Pct 08,CENTRAL BIBLE CHURCH,upstairs in room to left,940 W GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,409,Ward 04 Pct 09,CENTRAL BIBLE CHURCH,upstairs in room to left,940 W GALENA BLVD,,AURORA,,60506,Y
103,City of Aurora,410,Ward 04 Pct 10,WESLEY UNITED METHODIST CHURCH,,14 N. MAY ST,,AURORA,,60506,Y
103,City of Aurora,501,Ward 05 Pct 01,ST. PAUL LUTHERAN CHURCH -FRONT,,85 S CONSTITUTION DR,,AURORA,,60506,Y
103,City of Aurora,502,Ward 05 Pct 02,ST MARK'S LUTH CHURCH,ROOM TO RIGHT AS YOU ENTER,27 S EDGELAWN DR,,AURORA,,60506,Y
103,City of Aurora,503,Ward 05 Pct 03,WESTMINSTER PRESBYTERIAN CHURCH,,10 N EDGELAWN DR,REDWOOD ENTRANCE,AURORA,,60506,Y
103,City of Aurora,504,Ward 05 Pct 04,WESTMINSTER PRESBYTERIAN CHURCH,,10 N EDGELAWN DR,REDWOOD ENTRANCE,AURORA,,60506,Y
103,City of Aurora,505,Ward 05 Pct 05,WESTMINSTER PRESBYTERIAN CHURCH,,10 N EDGELAWN DR,REDWOOD ENTRANCE,AURORA,,60506,Y
103,City of Aurora,506,Ward 05 Pct 06,ADVENT CHRISTIAN CHURCH,Church Lobby,905 N EDGELAWN DR,,AURORA,,60506,Y
103,City of Aurora,507,Ward 05 Pct 07,ADVENT CHRISTIAN CHURCH,Church Lobby,905 N EDGELAWN DR,,AURORA,,60506,Y
103,City of Aurora,508,Ward 05 Pct 08,VAUGHAN ATHLETIC CENTER,,2121 W NEW INDIAN TRAIL,,AURORA,,60506,Y
103,City of Aurora,509,Ward 05 Pct 09,#10 FIRE STATION,,2390 W ILLINOIS AV,,AURORA,,60506,Y
103,City of Aurora,510,Ward 05 Pct 10,CONSTITUTION HOUSE,Main Entrance Lobby,401 N CONSTITUTION DR,,AURORA,,60506,Y
103,City of Aurora,511,Ward 05 Pct 11,HARVEST BIBLE CHAPEL,,101 S BARNES RD,,AURORA,,60506,Y
103,City of Aurora,512,Ward 05 Pct 12,HARVEST BIBLE CHAPEL,,101 S BARNES RD,,AURORA,,60506,Y
103,City of Aurora,513,Ward 05 Pct 13,VAUGHAN ATHLETIC CENTER,,2121 W NEW INDIAN TRAIL,,AURORA,,60506,Y
103,City of Aurora,514,Ward 05 Pct 14,ST. PAUL LUTHERAN CHURCH -FRONT,,85 S CONSTITUTION DR,,AURORA,,60506,Y
103,City of Aurora,601,Ward 06 Pct 01,FIRST BAPTIST CHURCH,,15 OAK AV,,AURORA,,60506,Y
103,City of Aurora,602,Ward 06 Pct 02,PRISCO COMMUNITY CENTER,Main Entrance Hallway to right,150 W ILLINOIS AVE,,AURORA,,60506,Y
103,City of Aurora,603,Ward 06 Pct 03,GAYLES MEMORIAL BAPTIST CHURCH,DOOR ON NORTH SIDE OF CHURCH,730 N GILLETTE AV,,AURORA,,60506,Y
103,City of Aurora,604,Ward 06 Pct 04,PRISCO COMMUNITY CENTER,Main Entrance Hallway to right,150 W ILLINOIS AVE,,AURORA,,60506,Y
103,City of Aurora,605,Ward 06 Pct 05,I.B.E.W. - LOCAL 461,,591 SULLIVAN RD SUITE 100,,AURORA,,60506,Y
103,City of Aurora,606,Ward 06 Pct 06,#3 FIRE STATION,IN FIRE STATION,HIGHLAND & OLD INDIAN TRAIL,600 W INDIAN TRAIL,AURORA,,60506,Y
103,City of Aurora,607,Ward 06 Pct 07,I.B.E.W. - LOCAL 461,,591 SULLIVAN RD SUITE 100,,AURORA,,60506,Y
103,City of Aurora,608,Ward 06 Pct 08,I.B.E.W. - LOCAL 461,,591 SULLIVAN RD SUITE 100,,AURORA,,60506,Y
103,City of Aurora,609,Ward 06 Pct 09,I.B.E.W. - LOCAL 461,,591 SULLIVAN RD SUITE 100,,AURORA,,60506,Y
103,City of Aurora,610,Ward 06 Pct 10,FIRST CHRISTIAN CHURCH,Use North Entrance,635 N RANDALL RD,,AURORA,,60506,Y
103,City of Aurora,701,Ward 07 Pct 01,MT OLIVE CHURCH OF GOD,,1039 BONNER AV,,AURORA,,60505,Y
103,City of Aurora,702,Ward 07 Pct 02,COWHERD MIDDLE SCHOOL,Entrance on North Side,441 N FARNSWORTH,,AURORA,,60505,Y
103,City of Aurora,703,Ward 07 Pct 03,COWHERD MIDDLE SCHOOL,Entrance on North Side,441 N FARNSWORTH,,AURORA,,60505,Y
103,City of Aurora,704,Ward 07 Pct 04,ALDEN OF WATERFORD,,2000 RANDI DR,,AURORA,,60504,Y
103,City of Aurora,705,Ward 07 Pct 05,ALDEN OF WATERFORD,,2000 RANDI DR,,AURORA,,60504,Y
103,City of Aurora,706,Ward 07 Pct 06,BETHANY OF FOX VALLEY,,2200 RIDGE AV,,AURORA,,60504,Y
103,City of Aurora,901,Ward 09 Pct 01,BETHANY OF FOX VALLEY,,2200 RIDGE AV,,AURORA,,60504,Y
103,City of Aurora,902,Ward 09 Pct 02,#12 FIRE STATION,,2424 HAFENRICHTER RD,,AURORA,,60503,Y
103,City of Aurora,903,Ward 09 Pct 03,CROSSROADS COMMUNITY CHURCH,MAIN ENTRANCE,3003 S EOLA RD,,AURORA,,60503,Y
103,City of Aurora,904,Ward 09 Pct 04,CROSSROADS COMMUNITY CHURCH,MAIN ENTRANCE,3003 S EOLA RD,,AURORA,,60503,Y
103,City of Aurora,905,Ward 09 Pct 05,#12 FIRE STATION,,2424 HAFENRICHTER RD,,AURORA,,60503,Y
103,City of Aurora,906,Ward 09 Pct 06,NEW SONG CHURCH,,2858 Hafenrichter Rd,,AURORA,,60503,Y
103,City of Aurora,907,Ward 09 Pct 07,NEW SONG CHURCH,,2858 Hafenrichter Rd,,AURORA,,60503,Y
103,City of Aurora,908,Ward 09 Pct 08,NEW SONG CHURCH,,2858 Hafenrichter Rd,,AURORA,,60503,Y
103,City of Aurora,909,Ward 09 Pct 09,LAKEWOOD VALLEY CLBHSE,Use Main Entrance,2529 DICKENS DRIVE,,AURORA,,60503,Y
103,City of Aurora,910,Ward 09 Pct 10,LAKEWOOD VALLEY CLBHSE,Use Main Entrance,2529 DICKENS DRIVE,,AURORA,,60503,Y
103,City of Aurora,1001,Ward 10 Pct 01,STONEGATE CLUBHOUSE,Use Main Entrance,1300 MANSFIELD DR,,AURORA,,60502,Y
39,Jackson County,301,ORA,ORA 1,,ORA TOWN HALL-1269 S SATO RD,1269 S SATO RD,AVA IL,,62907,Y
39,Jackson County,402,BRADLEY/AVA,BRADLEY/AVA,,AVA COMMUNITY CNTR-308 S 3RD,308 S. 3RD,AVA IL,,62907,Y
39,Jackson County,601,KINKAID,KINKAID,,KINKAID TOWN HALL1719 DRY HILL,1719 DRY HILL RD,AVA IL,,62907,Y
14,Clinton County,50001,Sugar Creek 1,Sugar Creek 1 & 5,Aviston Fire Protection Dist,498 W Railroad St,,Aviston,,62216,Y
14,Clinton County,50005,Sugar Creek 5,Sugar Creek 1 & 5,Aviston Fire Protection Dist,498 W Railroad St,,Aviston,,62216,Y
29,Fulton County,101,UNION,UNION TOWNSHIP HALL,,200 N. DEPOT,,AVON,,61415,Y
94,Warren County,101,GREENBUSH 1,LITTLE SWAN LAKE PAVILION,,"227 140TH ST, AVON",,AVON,,61415,Y
79,Randolph County,10001,BALDWIN,BALDWIN,AMERICAN LEGION HALL,310 W ELM,,BALDWIN,,62217,Y
29,Fulton County,1501,BANNER,BANNER TOWNSHIP HALL,,273 S. MCARTHUR,,BANNER,,61520,Y
62,McDonough County,1201,MACOMB TWP,REC CENTER,,"REC CENTER - BARDOLPH, IL",S BROADWAY,BARDOLPH IL,,61416,Y
62,McDonough County,1301,MOUND,REC CENTER,,"REC CENTER - BARDOLPH, IL",S BROADWAY,BARDOLPH IL,,61416,Y
16,Cook County,7000001,BARRINGTON 001,BARRINGTON 001,COMMUNITY CHURCH OF BARRINGTON,301 E LINCOLN AVE,,BARRINGTON,,60010,Y
16,Cook County,7000002,BARRINGTON 002,BARRINGTON 002,BARRINGTON VILLAGE HALL,200 S HOUGH ST,,BARRINGTON,,60010,Y
16,Cook County,7000003,BARRINGTON 003,BARRINGTON 003,GROVE AVENUE ELEMENTARY SCHOOL,900 S GROVE AVE,,BARRINGTON,,60010,Y
16,Cook County,7000005,BARRINGTON 005,BARRINGTON 005,THE PRESBYTERIAN CHURCH,6 BRINKER RD,,BARRINGTON,,60010,Y
16,Cook County,7000006,BARRINGTON 006,BARRINGTON 006,ST MICHAELS EPISCOPAL CHURCH,647 DUNDEE AVE,,BARRINGTON,,60010,Y
16,Cook County,7000007,BARRINGTON 007,BARRINGTON 007,BARRINGTON HILLS VILLAGE HALL,112 ALGONQUIN RD,,BARRINGTON,,60010,Y
16,Cook County,7000009,BARRINGTON 009,BARRINGTON 009,ST MICHAELS EPISCOPAL CHURCH,647 DUNDEE AVE,,BARRINGTON,,60010,Y
16,Cook County,8700010,PALATINE 010,PALATINE 010,SAINT PAUL UNITED CHURCH OF CHRIST,401 EAST MAIN ST,,BARRINGTON,,60010,Y
16,Cook County,8700049,PALATINE 049,PALATINE 049,SAINT PAUL UNITED CHURCH OF CHRIST,401 EAST MAIN ST,,BARRINGTON,,60010,Y
49,Lake County,64,Cuba 64,Cuba Township Highway Dept. Garage,Polling Place 4,28000 W Cuba Rd,,Barrington,,60010,Y
49,Lake County,67,Cuba 67,North Barrington School,Polling Place 3,310 N Grandview Dr,,Barrington,,60010,Y
49,Lake County,70,Cuba 70,North Barrington School,Polling Place 3,310 N Grandview Dr,,Barrington,,60010,Y
49,Lake County,72,Cuba 72,North Barrington School,Polling Place 3,310 N Grandview Dr,,Barrington,,60010,Y
49,Lake County,73,Cuba 73,Cuba Township Highway Dept. Garage,Polling Place 4,28000 W Cuba Rd,,Barrington,,60010,Y
49,Lake County,74,Cuba 74,Langendorf Park,Polling Place 8,235 Lions Dr,,Barrington,,60010,Y
